mem_no,session_id,log_dt,log_stamp,referrer
37,2,2023-08-01,2023-08-01 18:28:50,null
37,2,2023-08-01,2023-08-01 18:28:51,null
37,2,2023-08-01,2023-08-01 18:28:52,null
37,2,2023-08-01,2023-08-01 18:28:54,null
37,2,2023-08-01,2023-08-01 18:28:58,null
37,2,2023-08-01,2023-08-01 18:28:59,null
37,2,2023-08-01,2023-08-01 18:29:25,null
37,2,2023-08-01,2023-08-01 18:29:26,null
37,2,2023-08-01,2023-08-01 18:29:27,null
37,2,2023-08-01,2023-08-01 18:29:30,null
37,2,2023-08-01,2023-08-01 18:29:31,null
37,2,2023-08-01,2023-08-01 18:29:32,null
37,2,2023-08-01,2023-08-01 18:29:33,null
37,2,2023-08-01,2023-08-01 18:29:36,null
37,2,2023-08-01,2023-08-01 18:29:37,null
37,2,2023-08-01,2023-08-01 18:29:47,null
37,2,2023-08-01,2023-08-01 18:29:49,null
37,2,2023-08-01,2023-08-01 18:29:56,null
37,2,2023-08-01,2023-08-01 18:30:00,null
37,2,2023-08-01,2023-08-01 18:30:02,null
37,2,2023-08-01,2023-08-01 18:30:03,null
37,2,2023-08-01,2023-08-01 18:30:05,null
37,2,2023-08-01,2023-08-01 18:30:06,null
37,2,2023-08-01,2023-08-01 18:30:09,null
37,2,2023-08-01,2023-08-01 18:30:10,null
37,2,2023-08-01,2023-08-01 18:30:12,null
37,2,2023-08-01,2023-08-01 18:30:13,null
37,2,2023-08-01,2023-08-01 18:30:14,null
37,2,2023-08-01,2023-08-01 18:30:16,null
37,2,2023-08-01,2023-08-01 18:30:19,null
37,2,2023-08-01,2023-08-01 18:30:20,null
37,2,2023-08-01,2023-08-01 18:31:07,null
37,2,2023-08-01,2023-08-01 18:31:09,null
37,2,2023-08-01,2023-08-01 18:31:10,null
37,2,2023-08-01,2023-08-01 18:31:11,null
37,2,2023-08-01,2023-08-01 18:31:12,null
37,2,2023-08-01,2023-08-01 18:31:16,null
37,2,2023-08-01,2023-08-01 18:31:18,null
37,2,2023-08-01,2023-08-01 18:31:19,null
37,2,2023-08-01,2023-08-01 18:31:24,null
37,2,2023-08-01,2023-08-01 18:31:25,null
37,2,2023-08-01,2023-08-01 18:31:26,null
37,2,2023-08-01,2023-08-01 18:31:29,null
37,2,2023-08-01,2023-08-01 18:31:30,null
37,2,2023-08-01,2023-08-01 18:31:31,null
37,2,2023-08-01,2023-08-01 18:31:33,null
37,2,2023-08-01,2023-08-01 18:31:34,null
37,2,2023-08-01,2023-08-01 18:31:35,null
37,2,2023-08-01,2023-08-01 18:31:36,null
37,2,2023-08-01,2023-08-01 18:31:42,null
37,2,2023-08-01,2023-08-01 18:31:48,null
37,2,2023-08-01,2023-08-01 18:31:51,null
37,2,2023-08-01,2023-08-01 18:31:53,null
37,2,2023-08-01,2023-08-01 18:31:54,null
37,2,2023-08-01,2023-08-01 18:31:56,null
37,2,2023-08-01,2023-08-01 18:31:57,null
37,2,2023-08-01,2023-08-01 18:32:57,null
37,2,2023-08-01,2023-08-01 18:32:58,null
37,2,2023-08-01,2023-08-01 18:32:59,null
37,2,2023-08-01,2023-08-01 18:33:00,null
37,3,2023-08-01,2023-08-01 18:36:47,null
37,3,2023-08-01,2023-08-01 18:36:48,null
37,3,2023-08-01,2023-08-01 18:36:50,null
37,3,2023-08-01,2023-08-01 18:36:51,null
37,3,2023-08-01,2023-08-01 18:36:56,null
37,3,2023-08-01,2023-08-01 18:36:57,null
37,3,2023-08-01,2023-08-01 18:37:01,null
37,3,2023-08-01,2023-08-01 18:37:02,null
37,3,2023-08-01,2023-08-01 18:37:03,null
37,3,2023-08-01,2023-08-01 18:37:08,null
37,3,2023-08-01,2023-08-01 18:37:09,null
37,3,2023-08-01,2023-08-01 18:37:10,null
37,3,2023-08-01,2023-08-01 18:37:12,null
37,3,2023-08-01,2023-08-01 18:37:13,null
37,3,2023-08-01,2023-08-01 18:37:18,null
37,3,2023-08-01,2023-08-01 18:37:19,null
37,3,2023-08-01,2023-08-01 18:37:22,null
37,3,2023-08-01,2023-08-01 18:37:23,null
37,3,2023-08-01,2023-08-01 18:37:26,null
37,3,2023-08-01,2023-08-01 18:37:27,null
37,3,2023-08-01,2023-08-01 18:37:30,null
37,3,2023-08-01,2023-08-01 18:37:31,null
37,3,2023-08-01,2023-08-01 18:37:47,null
37,3,2023-08-01,2023-08-01 18:37:48,null
37,3,2023-08-01,2023-08-01 18:37:49,null
37,3,2023-08-01,2023-08-01 18:37:50,null
37,3,2023-08-01,2023-08-01 18:37:51,null
37,3,2023-08-01,2023-08-01 18:37:52,null
37,3,2023-08-01,2023-08-01 18:38:01,null
37,3,2023-08-01,2023-08-01 18:38:05,null
37,3,2023-08-01,2023-08-01 18:38:06,null
37,3,2023-08-01,2023-08-01 18:38:13,null
37,3,2023-08-01,2023-08-01 18:38:15,null
37,3,2023-08-01,2023-08-01 18:38:16,null
37,3,2023-08-01,2023-08-01 18:38:17,null
37,3,2023-08-01,2023-08-01 18:38:18,null
37,3,2023-08-01,2023-08-01 18:38:19,null
1,4,2023-08-01,2023-08-01 09:48:26,bnr2
1,4,2023-08-01,2023-08-01 09:48:27,null
1,4,2023-08-01,2023-08-01 09:48:28,null
1,4,2023-08-01,2023-08-01 09:49:04,null
1,4,2023-08-01,2023-08-01 09:49:05,null
1,4,2023-08-01,2023-08-01 09:49:11,null
1,4,2023-08-01,2023-08-01 09:49:14,null
1,4,2023-08-01,2023-08-01 09:49:56,null
1,4,2023-08-01,2023-08-01 09:49:57,null
1,4,2023-08-01,2023-08-01 09:49:59,null
1,4,2023-08-01,2023-08-01 09:50:00,null
1,4,2023-08-01,2023-08-01 09:50:01,null
1,4,2023-08-01,2023-08-01 09:50:02,null
1,4,2023-08-01,2023-08-01 09:50:04,null
1,4,2023-08-01,2023-08-01 09:50:05,null
1,4,2023-08-01,2023-08-01 09:50:10,null
1,4,2023-08-01,2023-08-01 09:50:14,null
1,4,2023-08-01,2023-08-01 09:50:15,null
1,4,2023-08-01,2023-08-01 09:50:16,null
1,4,2023-08-01,2023-08-01 09:50:35,null
1,4,2023-08-01,2023-08-01 09:50:39,null
1,4,2023-08-01,2023-08-01 09:50:53,null
1,4,2023-08-01,2023-08-01 09:50:54,null
1,4,2023-08-01,2023-08-01 09:50:58,null
1,4,2023-08-01,2023-08-01 09:51:02,null
1,4,2023-08-01,2023-08-01 09:51:04,null
1,4,2023-08-01,2023-08-01 09:51:11,null
1,4,2023-08-01,2023-08-01 09:51:13,null
1,4,2023-08-01,2023-08-01 09:51:52,null
1,4,2023-08-01,2023-08-01 09:51:54,null
1,4,2023-08-01,2023-08-01 09:52:30,null
1,4,2023-08-01,2023-08-01 09:52:31,null
1,4,2023-08-01,2023-08-01 09:52:38,null
1,4,2023-08-01,2023-08-01 09:52:39,null
1,4,2023-08-01,2023-08-01 09:52:40,null
1,4,2023-08-01,2023-08-01 09:52:42,null
1,4,2023-08-01,2023-08-01 09:52:57,null
1,4,2023-08-01,2023-08-01 09:53:04,null
1,4,2023-08-01,2023-08-01 09:53:10,null
1,4,2023-08-01,2023-08-01 09:53:14,null
1,4,2023-08-01,2023-08-01 09:53:15,null
1,4,2023-08-01,2023-08-01 09:53:47,null
1,4,2023-08-01,2023-08-01 09:53:51,null
1,4,2023-08-01,2023-08-01 09:54:01,null
1,4,2023-08-01,2023-08-01 09:54:05,null
1,4,2023-08-01,2023-08-01 09:54:13,null
1,4,2023-08-01,2023-08-01 09:54:14,null
1,4,2023-08-01,2023-08-01 09:54:15,null
1,4,2023-08-01,2023-08-01 09:54:16,null
1,4,2023-08-01,2023-08-01 09:54:17,null
1,4,2023-08-01,2023-08-01 09:54:21,null
1,4,2023-08-01,2023-08-01 09:54:29,null
1,4,2023-08-01,2023-08-01 09:54:45,null
1,4,2023-08-01,2023-08-01 09:55:02,null
1,4,2023-08-01,2023-08-01 09:55:40,null
1,4,2023-08-01,2023-08-01 09:55:41,null
1,4,2023-08-01,2023-08-01 09:56:03,null
1,4,2023-08-01,2023-08-01 09:56:08,null
1,4,2023-08-01,2023-08-01 09:56:23,null
1,4,2023-08-01,2023-08-01 09:57:07,null
1,4,2023-08-01,2023-08-01 09:58:31,null
1,4,2023-08-01,2023-08-01 09:59:11,null
1,4,2023-08-01,2023-08-01 09:59:12,null
1,4,2023-08-01,2023-08-01 09:59:13,null
1,4,2023-08-01,2023-08-01 10:01:38,null
1,4,2023-08-01,2023-08-01 10:01:39,null
1,4,2023-08-01,2023-08-01 10:01:47,null
1,4,2023-08-01,2023-08-01 10:02:02,null
1,4,2023-08-01,2023-08-01 10:02:43,null
1,4,2023-08-01,2023-08-01 10:02:46,null
1,4,2023-08-01,2023-08-01 10:02:49,null
1,4,2023-08-01,2023-08-01 10:02:57,null
1,4,2023-08-01,2023-08-01 10:02:58,null
1,4,2023-08-01,2023-08-01 10:02:59,null
1,4,2023-08-01,2023-08-01 10:03:07,null
1,4,2023-08-01,2023-08-01 10:03:08,null
1,4,2023-08-01,2023-08-01 10:03:18,null
1,4,2023-08-01,2023-08-01 10:03:19,null
1,4,2023-08-01,2023-08-01 10:05:05,null
1,4,2023-08-01,2023-08-01 10:05:09,null
1,4,2023-08-01,2023-08-01 10:05:12,null
1,4,2023-08-01,2023-08-01 10:05:13,null
1,4,2023-08-01,2023-08-01 10:05:15,null
1,4,2023-08-01,2023-08-01 10:05:17,null
1,4,2023-08-01,2023-08-01 10:05:18,null
1,4,2023-08-01,2023-08-01 10:05:19,null
1,4,2023-08-01,2023-08-01 10:05:22,null
1,4,2023-08-01,2023-08-01 10:05:25,null
1,4,2023-08-01,2023-08-01 10:05:38,null
1,4,2023-08-01,2023-08-01 10:05:41,null
1,4,2023-08-01,2023-08-01 10:05:42,null
1,4,2023-08-01,2023-08-01 10:06:11,null
1,4,2023-08-01,2023-08-01 10:06:12,null
1,4,2023-08-01,2023-08-01 10:06:13,null
1,4,2023-08-01,2023-08-01 10:06:14,null
1,4,2023-08-01,2023-08-01 10:06:24,null
1,4,2023-08-01,2023-08-01 10:06:26,null
1,4,2023-08-01,2023-08-01 10:06:28,null
1,4,2023-08-01,2023-08-01 10:06:29,null
1,4,2023-08-01,2023-08-01 10:06:33,null
1,4,2023-08-01,2023-08-01 10:06:34,null
1,4,2023-08-01,2023-08-01 10:06:35,null
1,4,2023-08-01,2023-08-01 10:06:41,null
1,4,2023-08-01,2023-08-01 10:06:43,null
1,4,2023-08-01,2023-08-01 10:06:47,null
1,4,2023-08-01,2023-08-01 10:07:47,null
1,4,2023-08-01,2023-08-01 10:07:48,null
1,4,2023-08-01,2023-08-01 10:07:50,null
1,4,2023-08-01,2023-08-01 10:07:51,null
1,4,2023-08-01,2023-08-01 10:07:52,null
1,4,2023-08-01,2023-08-01 10:07:59,null
1,4,2023-08-01,2023-08-01 10:08:02,null
1,4,2023-08-01,2023-08-01 10:08:04,null
1,5,2023-08-01,2023-08-01 11:44:55,null
1,5,2023-08-01,2023-08-01 11:44:56,null
1,5,2023-08-01,2023-08-01 11:44:57,null
1,5,2023-08-01,2023-08-01 11:44:59,null
1,5,2023-08-01,2023-08-01 11:45:03,null
1,5,2023-08-01,2023-08-01 11:45:23,null
1,5,2023-08-01,2023-08-01 11:45:24,null
1,5,2023-08-01,2023-08-01 11:45:29,null
1,5,2023-08-01,2023-08-01 11:45:30,null
1,5,2023-08-01,2023-08-01 11:45:31,null
1,5,2023-08-01,2023-08-01 11:45:37,null
1,5,2023-08-01,2023-08-01 11:45:43,null
1,5,2023-08-01,2023-08-01 11:45:44,null
1,5,2023-08-01,2023-08-01 11:46:03,null
1,5,2023-08-01,2023-08-01 11:46:11,null
1,5,2023-08-01,2023-08-01 11:46:35,null
1,5,2023-08-01,2023-08-01 11:46:36,null
1,5,2023-08-01,2023-08-01 11:46:38,null
1,5,2023-08-01,2023-08-01 11:46:39,null
1,5,2023-08-01,2023-08-01 11:46:57,null
1,5,2023-08-01,2023-08-01 11:46:58,null
1,5,2023-08-01,2023-08-01 11:47:00,null
1,5,2023-08-01,2023-08-01 11:47:01,null
1,5,2023-08-01,2023-08-01 11:47:02,null
1,5,2023-08-01,2023-08-01 11:47:17,null
1,5,2023-08-01,2023-08-01 11:47:18,null
1,5,2023-08-01,2023-08-01 11:48:04,null
1,5,2023-08-01,2023-08-01 11:48:05,null
1,5,2023-08-01,2023-08-01 11:48:08,null
1,5,2023-08-01,2023-08-01 11:48:09,null
1,5,2023-08-01,2023-08-01 11:48:12,null
1,5,2023-08-01,2023-08-01 11:48:15,null
1,5,2023-08-01,2023-08-01 11:48:32,null
1,5,2023-08-01,2023-08-01 11:48:37,null
1,5,2023-08-01,2023-08-01 11:49:09,null
1,5,2023-08-01,2023-08-01 11:49:10,null
1,5,2023-08-01,2023-08-01 11:49:13,null
1,5,2023-08-01,2023-08-01 11:49:14,null
1,5,2023-08-01,2023-08-01 11:50:09,null
1,5,2023-08-01,2023-08-01 12:01:54,null
1,5,2023-08-01,2023-08-01 12:02:03,null
1,5,2023-08-01,2023-08-01 12:02:19,null
1,5,2023-08-01,2023-08-01 12:02:20,null
31,6,2023-08-01,2023-08-01 06:57:49,bnr2
31,6,2023-08-01,2023-08-01 06:57:50,null
31,6,2023-08-01,2023-08-01 06:57:51,null
31,6,2023-08-01,2023-08-01 06:58:00,null
31,6,2023-08-01,2023-08-01 06:58:02,null
31,6,2023-08-01,2023-08-01 06:58:03,null
31,6,2023-08-01,2023-08-01 06:58:07,null
31,6,2023-08-01,2023-08-01 06:58:11,null
31,6,2023-08-01,2023-08-01 06:58:12,null
31,6,2023-08-01,2023-08-01 06:58:28,null
31,6,2023-08-01,2023-08-01 06:58:30,null
31,6,2023-08-01,2023-08-01 06:58:40,null
31,6,2023-08-01,2023-08-01 06:59:07,null
31,6,2023-08-01,2023-08-01 06:59:16,null
31,6,2023-08-01,2023-08-01 06:59:22,null
31,6,2023-08-01,2023-08-01 06:59:23,null
31,6,2023-08-01,2023-08-01 06:59:24,null
31,6,2023-08-01,2023-08-01 06:59:35,null
31,6,2023-08-01,2023-08-01 06:59:49,null
31,6,2023-08-01,2023-08-01 07:00:02,null
31,6,2023-08-01,2023-08-01 07:00:05,null
31,6,2023-08-01,2023-08-01 07:00:13,null
31,6,2023-08-01,2023-08-01 07:00:14,null
31,6,2023-08-01,2023-08-01 07:00:17,null
31,6,2023-08-01,2023-08-01 07:00:18,null
31,6,2023-08-01,2023-08-01 07:00:19,null
31,6,2023-08-01,2023-08-01 07:00:26,null
31,6,2023-08-01,2023-08-01 07:00:27,null
31,6,2023-08-01,2023-08-01 07:00:30,null
31,6,2023-08-01,2023-08-01 07:00:31,null
31,6,2023-08-01,2023-08-01 07:00:36,null
31,6,2023-08-01,2023-08-01 07:00:37,null
31,6,2023-08-01,2023-08-01 07:00:47,null
31,6,2023-08-01,2023-08-01 07:00:49,null
31,6,2023-08-01,2023-08-01 07:00:50,null
31,6,2023-08-01,2023-08-01 07:00:54,null
31,6,2023-08-01,2023-08-01 07:03:01,null
31,6,2023-08-01,2023-08-01 07:03:09,null
31,6,2023-08-01,2023-08-01 07:03:10,null
31,6,2023-08-01,2023-08-01 07:12:20,null
31,6,2023-08-01,2023-08-01 07:12:21,null
31,6,2023-08-01,2023-08-01 07:12:24,null
31,6,2023-08-01,2023-08-01 07:12:26,null
31,6,2023-08-01,2023-08-01 07:12:28,null
31,6,2023-08-01,2023-08-01 07:12:29,null
31,6,2023-08-01,2023-08-01 07:12:30,null
31,6,2023-08-01,2023-08-01 07:12:31,null
31,6,2023-08-01,2023-08-01 07:12:35,null
31,6,2023-08-01,2023-08-01 07:12:36,null
31,6,2023-08-01,2023-08-01 07:12:37,null
31,6,2023-08-01,2023-08-01 07:23:29,null
31,6,2023-08-01,2023-08-01 07:23:30,null
31,6,2023-08-01,2023-08-01 07:23:34,null
31,6,2023-08-01,2023-08-01 07:23:41,null
31,6,2023-08-01,2023-08-01 07:28:59,null
31,6,2023-08-01,2023-08-01 07:29:02,null
31,6,2023-08-01,2023-08-01 07:29:03,null
31,6,2023-08-01,2023-08-01 07:29:07,null
31,6,2023-08-01,2023-08-01 07:29:09,null
31,6,2023-08-01,2023-08-01 07:29:10,null
31,7,2023-08-01,2023-08-01 12:49:19,null
31,7,2023-08-01,2023-08-01 12:49:20,null
31,7,2023-08-01,2023-08-01 12:49:21,null
31,7,2023-08-01,2023-08-01 12:49:26,null
31,7,2023-08-01,2023-08-01 12:49:27,null
31,7,2023-08-01,2023-08-01 12:49:28,null
31,7,2023-08-01,2023-08-01 12:49:29,null
20,8,2023-08-01,2023-08-01 19:25:47,bnr2
20,8,2023-08-01,2023-08-01 19:25:48,null
20,8,2023-08-01,2023-08-01 19:25:49,null
20,8,2023-08-01,2023-08-01 19:25:50,null
20,8,2023-08-01,2023-08-01 19:25:51,null
20,8,2023-08-01,2023-08-01 19:25:54,null
20,8,2023-08-01,2023-08-01 19:27:34,null
20,8,2023-08-01,2023-08-01 19:28:03,null
20,8,2023-08-01,2023-08-01 19:28:13,null
20,8,2023-08-01,2023-08-01 19:28:16,null
20,8,2023-08-01,2023-08-01 19:28:18,null
20,8,2023-08-01,2023-08-01 19:28:19,null
20,8,2023-08-01,2023-08-01 19:28:23,null
20,8,2023-08-01,2023-08-01 19:28:24,null
20,8,2023-08-01,2023-08-01 19:28:27,null
20,8,2023-08-01,2023-08-01 19:28:30,null
20,8,2023-08-01,2023-08-01 19:28:31,null
20,8,2023-08-01,2023-08-01 19:28:32,null
20,8,2023-08-01,2023-08-01 19:28:33,null
20,8,2023-08-01,2023-08-01 19:28:34,null
20,8,2023-08-01,2023-08-01 19:28:37,null
20,8,2023-08-01,2023-08-01 19:28:39,null
20,8,2023-08-01,2023-08-01 19:28:41,null
20,8,2023-08-01,2023-08-01 19:28:45,null
20,8,2023-08-01,2023-08-01 19:28:49,null
20,8,2023-08-01,2023-08-01 19:28:50,null
20,8,2023-08-01,2023-08-01 19:28:52,null
20,8,2023-08-01,2023-08-01 19:28:54,null
20,8,2023-08-01,2023-08-01 19:28:55,null
20,8,2023-08-01,2023-08-01 19:29:20,null
20,8,2023-08-01,2023-08-01 19:29:22,null
20,8,2023-08-01,2023-08-01 19:29:30,null
20,8,2023-08-01,2023-08-01 19:29:34,null
20,8,2023-08-01,2023-08-01 19:29:35,null
20,8,2023-08-01,2023-08-01 19:29:37,null
20,8,2023-08-01,2023-08-01 19:29:38,null
20,8,2023-08-01,2023-08-01 19:36:29,null
20,8,2023-08-01,2023-08-01 19:37:10,null
20,8,2023-08-01,2023-08-01 19:37:13,null
20,8,2023-08-01,2023-08-01 19:37:20,null
20,8,2023-08-01,2023-08-01 19:37:21,null
20,8,2023-08-01,2023-08-01 19:37:24,null
20,8,2023-08-01,2023-08-01 19:37:25,null
20,8,2023-08-01,2023-08-01 19:37:30,null
20,8,2023-08-01,2023-08-01 19:37:32,null
20,8,2023-08-01,2023-08-01 19:37:50,null
20,8,2023-08-01,2023-08-01 19:38:08,null
