mem_no,ord_no,ord_dt
18,1466,2023-06-14
18,1467,2023-06-14
62,1468,2023-06-14
62,1469,2023-06-14
117,1470,2023-06-13
105,1471,2023-06-13
60,1472,2023-06-13
60,1473,2023-06-13
179,1474,2023-06-13
74,1475,2023-06-13
74,1476,2023-06-13
174,1477,2023-06-13
70,1478,2023-06-13
70,1479,2023-06-13
156,1480,2023-06-13
122,1481,2023-06-13
50,1482,2023-06-13
50,1483,2023-06-13
83,1484,2023-06-13
83,1485,2023-06-13
142,1486,2023-06-13
181,1487,2023-06-13
199,1488,2023-06-13
118,1489,2023-06-13
149,1490,2023-06-13
188,1491,2023-06-13
63,1492,2023-06-13
63,1493,2023-06-13
197,1494,2023-06-13
77,1495,2023-06-13
77,1496,2023-06-13
30,1497,2023-06-18
30,1498,2023-06-18
112,1499,2023-06-18
78,1500,2023-06-18
78,1501,2023-06-18
147,1502,2023-06-18
107,1503,2023-06-18
99,1504,2023-06-18
99,1505,2023-06-18
27,1506,2023-06-18
27,1507,2023-06-18
71,1508,2023-06-18
71,1509,2023-06-18
72,1510,2023-06-18
72,1511,2023-06-18
171,1512,2023-06-18
195,1513,2023-06-18
155,1514,2023-06-18
168,1515,2023-06-18
65,1516,2023-06-18
65,1517,2023-06-18
176,1518,2023-06-18
121,1519,2023-06-18
32,1520,2023-06-18
32,1521,2023-06-18
87,1522,2023-06-18
87,1523,2023-06-18
92,1524,2023-06-18
92,1525,2023-06-18
180,1526,2023-06-18
24,1527,2023-06-12
24,1528,2023-06-12
190,1529,2023-06-12
184,1530,2023-06-12
18,1531,2023-06-12
18,1532,2023-06-12
125,1533,2023-06-12
70,1534,2023-06-12
70,1535,2023-06-12
159,1536,2023-06-12
155,1537,2023-06-12
73,1538,2023-06-12
73,1539,2023-06-12
119,1540,2023-06-12
188,1541,2023-06-12
122,1542,2023-06-12
186,1543,2023-06-12
159,1544,2023-06-16
78,1545,2023-06-16
78,1546,2023-06-16
68,1547,2023-06-16
68,1548,2023-06-16
82,1549,2023-06-16
82,1550,2023-06-16
104,1551,2023-06-16
171,1552,2023-06-16
5,1553,2023-06-16
5,1554,2023-06-16
117,1555,2023-06-15
116,1556,2023-06-15
50,1557,2023-06-15
50,1558,2023-06-15
71,1559,2023-06-15
71,1560,2023-06-15
143,1561,2023-06-15
173,1562,2023-06-15
32,1563,2023-06-15
32,1564,2023-06-15
68,1565,2023-06-15
68,1566,2023-06-15
39,1567,2023-06-15
39,1568,2023-06-15
98,1569,2023-06-15
98,1570,2023-06-15
188,1571,2023-06-15
156,1572,2023-06-15
89,1573,2023-06-15
89,1574,2023-06-15
73,1575,2023-06-15
73,1576,2023-06-15
33,1577,2023-06-15
33,1578,2023-06-15
49,1579,2023-06-15
49,1580,2023-06-15
107,1581,2023-06-15
75,1582,2023-06-15
75,1583,2023-06-15
11,1584,2023-06-15
11,1585,2023-06-15
119,1586,2023-06-10
154,1587,2023-06-10
70,1588,2023-06-10
70,1589,2023-06-10
155,1590,2023-06-10
72,1591,2023-06-10
72,1592,2023-06-10
166,1593,2023-06-10
145,1594,2023-06-10
5,1595,2023-06-10
5,1596,2023-06-10
168,1597,2023-06-10
64,1598,2023-06-10
64,1599,2023-06-10
150,1600,2023-06-10
7,1601,2023-06-10
7,1602,2023-06-10
26,1603,2023-06-10
26,1604,2023-06-10
113,1605,2023-06-10
190,1606,2023-06-10
36,1607,2023-06-10
36,1608,2023-06-10
179,1609,2023-06-10
171,1610,2023-06-13
31,1611,2023-06-13
31,1612,2023-06-13
152,1613,2023-06-13
2,1614,2023-06-13
2,1615,2023-06-13
98,1616,2023-06-13
98,1617,2023-06-13
73,1618,2023-06-13
73,1619,2023-06-13
86,1620,2023-06-13
86,1621,2023-06-13
151,1622,2023-06-13
58,1623,2023-06-13
58,1624,2023-06-13
198,1625,2023-06-13
18,1626,2023-06-13
18,1627,2023-06-13
64,1628,2023-06-13
64,1629,2023-06-13
190,1630,2023-06-13
38,1631,2023-06-13
38,1632,2023-06-13
55,1633,2023-06-13
55,1634,2023-06-13
101,1635,2023-06-05
102,1636,2023-06-05
103,1637,2023-06-05
104,1638,2023-06-05
105,1639,2023-06-05
106,1640,2023-06-05
107,1641,2023-06-05
108,1642,2023-06-05
109,1643,2023-06-05
110,1644,2023-06-05
112,1645,2023-06-05
113,1646,2023-06-05
114,1647,2023-06-05
115,1648,2023-06-05
116,1649,2023-06-05
118,1650,2023-06-05
119,1651,2023-06-05
120,1652,2023-06-05
121,1653,2023-06-05
122,1654,2023-06-05
123,1655,2023-06-05
124,1656,2023-06-05
125,1657,2023-06-05
126,1658,2023-06-05
128,1659,2023-06-05
129,1660,2023-06-05
130,1661,2023-06-05
131,1662,2023-06-05
132,1663,2023-06-05
133,1664,2023-06-05
134,1665,2023-06-05
135,1666,2023-06-05
136,1667,2023-06-05
137,1668,2023-06-05
138,1669,2023-06-05
139,1670,2023-06-05
140,1671,2023-06-05
141,1672,2023-06-05
142,1673,2023-06-05
143,1674,2023-06-05
144,1675,2023-06-05
145,1676,2023-06-05
146,1677,2023-06-05
147,1678,2023-06-05
148,1679,2023-06-05
149,1680,2023-06-05
150,1681,2023-06-05
151,1682,2023-06-05
152,1683,2023-06-05
153,1684,2023-06-05
154,1685,2023-06-05
155,1686,2023-06-05
156,1687,2023-06-05
157,1688,2023-06-05
158,1689,2023-06-05
159,1690,2023-06-05
160,1691,2023-06-05
161,1692,2023-06-05
162,1693,2023-06-05
163,1694,2023-06-05
164,1695,2023-06-05
165,1696,2023-06-05
166,1697,2023-06-05
167,1698,2023-06-05
168,1699,2023-06-05
169,1700,2023-06-05
170,1701,2023-06-05
171,1702,2023-06-05
172,1703,2023-06-05
173,1704,2023-06-05
174,1705,2023-06-05
175,1706,2023-06-05
176,1707,2023-06-05
177,1708,2023-06-05
178,1709,2023-06-05
179,1710,2023-06-05
180,1711,2023-06-05
181,1712,2023-06-05
182,1713,2023-06-05
183,1714,2023-06-05
184,1715,2023-06-05
185,1716,2023-06-05
186,1717,2023-06-05
187,1718,2023-06-05
188,1719,2023-06-05
189,1720,2023-06-05
190,1721,2023-06-05
191,1722,2023-06-05
192,1723,2023-06-05
193,1724,2023-06-05
194,1725,2023-06-05
195,1726,2023-06-05
196,1727,2023-06-05
197,1728,2023-06-05
198,1729,2023-06-05
199,1730,2023-06-05
200,1731,2023-06-05
117,1732,2023-06-08
43,1733,2023-06-08
43,1734,2023-06-08
132,1735,2023-06-08
78,1736,2023-06-08
78,1737,2023-06-08
181,1738,2023-06-08
190,1739,2023-06-08
38,1740,2023-06-08
38,1741,2023-06-08
171,1742,2023-06-08
129,1743,2023-06-08
30,1744,2023-06-08
30,1745,2023-06-08
16,1746,2023-06-08
16,1747,2023-06-08
177,1748,2023-06-08
99,1749,2023-06-08
99,1750,2023-06-08
3,1751,2023-06-08
3,1752,2023-06-08
198,1753,2023-06-10
47,1754,2023-06-10
47,1755,2023-06-10
76,1756,2023-06-10
76,1757,2023-06-10
19,1758,2023-06-10
19,1759,2023-06-10
20,1760,2023-06-10
20,1761,2023-06-10
49,1762,2023-06-10
49,1763,2023-06-10
197,1764,2023-06-10
118,1765,2023-06-10
147,1766,2023-06-10
63,1767,2023-06-10
63,1768,2023-06-10
78,1769,2023-06-10
78,1770,2023-06-10
68,1771,2023-06-10
68,1772,2023-06-10
99,1773,2023-06-10
99,1774,2023-06-10
187,1775,2023-06-10
161,1776,2023-06-10
13,1777,2023-06-10
13,1778,2023-06-10
84,1779,2023-06-10
84,1780,2023-06-10
18,1781,2023-06-10
18,1782,2023-06-10
44,1783,2023-06-10
44,1784,2023-06-10
31,1785,2023-06-10
31,1786,2023-06-10
122,1787,2023-06-10
70,1788,2023-06-15
70,1789,2023-06-15
122,1790,2023-06-15
103,1791,2023-06-15
121,1792,2023-06-15
187,1793,2023-06-15
105,1794,2023-06-15
13,1795,2023-06-15
13,1796,2023-06-15
198,1797,2023-06-15
159,1798,2023-06-15
158,1799,2023-06-15
46,1800,2023-06-15
46,1801,2023-06-15
118,1802,2023-06-15
181,1803,2023-06-15
128,1804,2023-06-15
152,1805,2023-06-15
29,1806,2023-06-15
29,1807,2023-06-15
25,1808,2023-06-15
25,1809,2023-06-15
125,1810,2023-06-15
31,1811,2023-06-15
31,1812,2023-06-15
20,1813,2023-06-15
20,1814,2023-06-15
142,1815,2023-06-15
158,1816,2023-06-11
165,1817,2023-06-11
198,1818,2023-06-11
169,1819,2023-06-11
57,1820,2023-06-11
57,1821,2023-06-11
54,1822,2023-06-11
54,1823,2023-06-11
145,1824,2023-06-11
29,1825,2023-06-11
29,1826,2023-06-11
16,1827,2023-06-11
16,1828,2023-06-11
79,1829,2023-06-11
79,1830,2023-06-11
28,1831,2023-06-11
28,1832,2023-06-11
26,1833,2023-06-11
26,1834,2023-06-11
71,1835,2023-06-11
71,1836,2023-06-11
166,1837,2023-06-11
36,1838,2023-06-11
36,1839,2023-06-11
35,1840,2023-06-11
35,1841,2023-06-11
64,1842,2023-06-11
64,1843,2023-06-11
105,1844,2023-06-11
155,1845,2023-06-11
6,1846,2023-06-11
6,1847,2023-06-11
159,1848,2023-06-11
135,1849,2023-06-11
160,1850,2023-06-11
132,1851,2023-06-11
108,1852,2023-06-11
159,1853,2023-06-06
66,1854,2023-06-06
66,1855,2023-06-06
169,1856,2023-06-06
120,1857,2023-06-06
187,1858,2023-06-06
5,1859,2023-06-06
5,1860,2023-06-06
9,1861,2023-06-06
9,1862,2023-06-06
166,1863,2023-06-06
61,1864,2023-06-06
61,1865,2023-06-06
49,1866,2023-06-09
49,1867,2023-06-09
18,1868,2023-06-09
18,1869,2023-06-09
19,1870,2023-06-09
19,1871,2023-06-09
38,1872,2023-06-09
38,1873,2023-06-09
118,1874,2023-06-09
180,1875,2023-06-09
12,1876,2023-06-09
12,1877,2023-06-09
132,1878,2023-06-09
163,1879,2023-06-09
2,1880,2023-06-09
2,1881,2023-06-09
88,1882,2023-06-09
88,1883,2023-06-09
176,1884,2023-06-09
156,1885,2023-06-09
47,1886,2023-06-09
47,1887,2023-06-09
52,1888,2023-06-09
52,1889,2023-06-09
45,1890,2023-06-09
45,1891,2023-06-09
71,1892,2023-06-09
71,1893,2023-06-09
23,1894,2023-06-09
23,1895,2023-06-09
199,1896,2023-06-09
6,1897,2023-06-09
6,1898,2023-06-09
145,1899,2023-06-09
8,1900,2023-06-09
8,1901,2023-06-09
142,1902,2023-06-09
73,1903,2023-06-09
73,1904,2023-06-09
7,1905,2023-06-09
7,1906,2023-06-09
187,1907,2023-06-09
178,1908,2023-06-09
43,1909,2023-06-09
43,1910,2023-06-09
31,1911,2023-06-18
31,1912,2023-06-18
188,1913,2023-06-18
132,1914,2023-06-18
162,1915,2023-06-18
26,1916,2023-06-18
26,1917,2023-06-18
104,1918,2023-06-18
6,1919,2023-06-18
6,1920,2023-06-18
187,1921,2023-06-18
48,1922,2023-06-18
48,1923,2023-06-18
40,1924,2023-06-18
40,1925,2023-06-18
77,1926,2023-06-18
77,1927,2023-06-18
104,1928,2023-06-17
180,1929,2023-06-17
77,1930,2023-06-17
77,1931,2023-06-17
123,1932,2023-06-17
113,1933,2023-06-17
166,1934,2023-06-17
181,1935,2023-06-17
91,1936,2023-06-17
91,1937,2023-06-17
76,1938,2023-06-17
76,1939,2023-06-17
45,1940,2023-06-17
45,1941,2023-06-17
132,1942,2023-06-17
135,1943,2023-06-17
19,1944,2023-06-17
19,1945,2023-06-17
98,1946,2023-06-17
98,1947,2023-06-17
190,1948,2023-06-17
15,1949,2023-06-17
15,1950,2023-06-17
133,1951,2023-06-17
134,1952,2023-06-17
8,1953,2023-06-16
8,1954,2023-06-16
111,1955,2023-06-16
83,1956,2023-06-16
83,1957,2023-06-16
122,1958,2023-06-16
18,1959,2023-06-16
18,1960,2023-06-16
158,1961,2023-06-16
132,1962,2023-06-16
66,1963,2023-06-16
66,1964,2023-06-16
38,1965,2023-06-16
38,1966,2023-06-16
188,1967,2023-06-16
97,1968,2023-06-16
97,1969,2023-06-16
27,1970,2023-06-16
27,1971,2023-06-16
2,1972,2023-06-16
2,1973,2023-06-16
152,1974,2023-06-07
195,1975,2023-06-07
83,1976,2023-06-07
83,1977,2023-06-07
1,1978,2023-06-07
1,1979,2023-06-07
6,1980,2023-06-07
6,1981,2023-06-07
156,1982,2023-06-07
99,1983,2023-06-07
99,1984,2023-06-07
64,1985,2023-06-07
64,1986,2023-06-07
107,1987,2023-06-07
192,1988,2023-06-07
187,1989,2023-06-07
106,1990,2023-06-07
28,1991,2023-06-07
28,1992,2023-06-07
7,1993,2023-06-07
7,1994,2023-06-07
181,1995,2023-06-07
142,1996,2023-06-07
149,1997,2023-06-07
144,1998,2023-06-06
119,1999,2023-06-06
182,2000,2023-06-06
122,2001,2023-06-06
74,2002,2023-06-06
74,2003,2023-06-06
63,2004,2023-06-06
63,2005,2023-06-06
143,2006,2023-06-06
133,2007,2023-06-06
135,2008,2023-06-06
58,2009,2023-06-06
58,2010,2023-06-06
181,2011,2023-06-06
158,2012,2023-06-13
138,2013,2023-06-13
44,2014,2023-06-13
44,2015,2023-06-13
121,2016,2023-06-13
12,2017,2023-06-13
12,2018,2023-06-13
30,2019,2023-06-13
30,2020,2023-06-13
123,2021,2023-06-13
51,2022,2023-06-13
51,2023,2023-06-13
120,2024,2023-06-13
43,2025,2023-06-13
43,2026,2023-06-13
75,2027,2023-06-13
75,2028,2023-06-13
163,2029,2023-06-13
8,2030,2023-06-12
8,2031,2023-06-12
46,2032,2023-06-12
46,2033,2023-06-12
72,2034,2023-06-12
72,2035,2023-06-12
74,2036,2023-06-12
74,2037,2023-06-12
149,2038,2023-06-12
36,2039,2023-06-12
36,2040,2023-06-12
89,2041,2023-06-12
89,2042,2023-06-12
50,2043,2023-06-12
50,2044,2023-06-12
180,2045,2023-06-12
38,2046,2023-06-12
38,2047,2023-06-12
5,2048,2023-06-12
5,2049,2023-06-12
107,2050,2023-06-12
166,2051,2023-06-12
199,2052,2023-06-12
185,2053,2023-06-12
74,2054,2023-06-09
74,2055,2023-06-09
86,2056,2023-06-09
86,2057,2023-06-09
39,2058,2023-06-09
39,2059,2023-06-09
64,2060,2023-06-09
64,2061,2023-06-09
121,2062,2023-06-09
195,2063,2023-06-09
162,2064,2023-06-09
106,2065,2023-06-09
179,2066,2023-06-09
27,2067,2023-06-09
27,2068,2023-06-09
110,2069,2023-06-06
57,2070,2023-06-06
57,2071,2023-06-06
105,2072,2023-06-06
178,2073,2023-06-06
42,2074,2023-06-06
42,2075,2023-06-06
27,2076,2023-06-08
27,2077,2023-06-08
101,2078,2023-06-08
46,2079,2023-06-08
46,2080,2023-06-08
12,2081,2023-06-08
12,2082,2023-06-08
84,2083,2023-06-08
84,2084,2023-06-08
56,2085,2023-06-08
56,2086,2023-06-08
82,2087,2023-06-08
82,2088,2023-06-08
89,2089,2023-06-08
89,2090,2023-06-08
156,2091,2023-06-08
149,2092,2023-06-08
174,2093,2023-06-08
108,2094,2023-06-08
64,2095,2023-06-08
64,2096,2023-06-08
18,2097,2023-06-08
18,2098,2023-06-08
160,2099,2023-06-08
152,2100,2023-06-08
105,2101,2023-06-08
19,2102,2023-06-08
19,2103,2023-06-08
176,2104,2023-06-08
98,2105,2023-06-08
98,2106,2023-06-08
11,2107,2023-06-08
11,2108,2023-06-08
120,2109,2023-06-08
38,2110,2023-06-11
38,2111,2023-06-11
99,2112,2023-06-11
99,2113,2023-06-11
178,2114,2023-06-11
200,2115,2023-06-11
163,2116,2023-06-11
58,2117,2023-06-17
58,2118,2023-06-17
138,2119,2023-06-17
174,2120,2023-06-17
118,2121,2023-06-17
167,2122,2023-06-17
92,2123,2023-06-17
92,2124,2023-06-17
68,2125,2023-06-18
68,2126,2023-06-18
5,2127,2023-06-18
5,2128,2023-06-18
101,2129,2023-06-18
163,2130,2023-06-18
33,2131,2023-06-18
33,2132,2023-06-18
44,2133,2023-06-18
44,2134,2023-06-18
98,2135,2023-06-18
98,2136,2023-06-18
62,2137,2023-06-08
62,2138,2023-06-08
64,2139,2023-06-16
64,2140,2023-06-16
118,2141,2023-06-16
195,2142,2023-06-16
105,2143,2023-06-16
24,2144,2023-06-16
24,2145,2023-06-16
89,2146,2023-06-16
89,2147,2023-06-16
166,2148,2023-06-16
72,2149,2023-06-16
72,2150,2023-06-16
54,2151,2023-06-18
54,2152,2023-06-18
116,2153,2023-06-18
1,2154,2023-06-18
1,2155,2023-06-18
16,2156,2023-06-18
16,2157,2023-06-18
159,2158,2023-06-18
160,2159,2023-06-18
67,2160,2023-06-06
67,2161,2023-06-06
18,2162,2023-06-06
18,2163,2023-06-06
