mem_no,ord_no,ord_dt
176,10354,2023-01-01
176,10355,2023-01-01
176,10356,2023-01-28
176,10357,2023-01-28
177,10358,2023-01-15
177,10359,2023-01-13
177,10360,2023-01-21
177,10361,2023-01-23
177,10362,2023-01-13
178,10363,2023-01-27
178,10364,2023-01-20
178,10365,2023-01-15
178,10366,2023-01-19
179,10367,2023-01-07
180,10368,2023-01-14
181,10369,2023-01-21
182,10370,2023-01-08
182,10371,2023-01-09
183,10372,2023-01-16
183,10373,2023-01-11
183,10374,2023-01-17
184,10375,2023-01-22
185,10376,2023-01-27
185,10377,2023-01-27
185,10378,2023-01-28
185,10379,2023-01-21
185,10380,2023-01-20
185,10381,2023-01-20
185,10382,2023-01-20
185,10383,2023-01-23
186,10384,2023-01-30
186,10385,2023-01-12
187,10386,2023-01-30
188,10387,2023-01-27
188,10388,2023-01-23
188,10389,2023-01-28
189,10390,2023-01-14
190,10391,2023-01-18
190,10392,2023-01-18
190,10393,2023-01-27
190,10394,2023-01-31
191,10395,2023-01-23
192,10396,2023-01-29
192,10397,2023-01-12
193,10398,2023-01-29
194,10399,2023-01-13
194,10400,2023-01-20
195,10401,2023-01-11
195,10402,2023-01-19
196,10403,2023-01-01
196,10404,2023-01-29
196,10405,2023-01-24
197,10406,2023-01-27
197,10407,2023-01-28
197,10408,2023-01-01
197,10409,2023-01-10
197,10410,2023-01-27
197,10411,2023-01-28
198,10412,2023-01-08
198,10413,2023-01-28
198,10414,2023-01-12
198,10415,2023-01-01
198,10416,2023-01-23
198,10417,2023-01-12
198,10418,2023-01-04
198,10419,2023-01-01
198,10420,2023-01-08
198,10421,2023-01-20
198,10422,2023-01-15
199,10423,2023-01-02
200,10424,2023-01-14
200,10425,2023-01-28
201,10426,2023-01-14
202,10427,2023-01-11
202,10428,2023-01-20
203,10429,2023-01-23
203,10430,2023-01-14
203,10431,2023-01-14
203,10432,2023-01-12
203,10433,2023-01-16
204,10434,2023-01-07
205,10435,2023-01-09
206,10436,2023-01-23
207,10437,2023-01-15
207,10438,2023-01-28
207,10439,2023-01-30
208,10440,2023-01-07
209,10441,2023-01-30
210,10442,2023-01-15
210,10443,2023-01-11
211,10444,2023-01-09
212,10445,2023-01-28
213,10446,2023-01-01
214,10447,2023-01-08
214,10448,2023-01-06
214,10449,2023-01-12
215,10450,2023-01-13
216,10451,2023-01-10
217,10452,2023-01-24
217,10453,2023-01-13
217,10454,2023-01-19
218,10455,2023-01-23
218,10456,2023-01-02
219,10457,2023-01-22
219,10458,2023-01-23
219,10459,2023-01-23
220,10460,2023-01-06
221,10461,2023-01-15
222,10462,2023-01-13
223,10463,2023-01-07
223,10464,2023-01-27
224,10465,2023-01-07
224,10466,2023-01-19
225,10467,2023-01-08
225,10468,2023-01-01
226,10469,2023-01-31
227,10470,2023-01-13
228,10471,2023-01-26
229,10472,2023-01-06
229,10473,2023-01-06
230,10474,2023-01-30
231,10475,2023-01-19
232,10476,2023-01-04
232,10477,2023-01-04
233,10478,2023-01-15
234,10479,2023-01-05
235,10480,2023-01-20
235,10481,2023-01-20
235,10482,2023-01-01
236,10483,2023-01-29
237,10484,2023-01-12
238,10485,2023-01-07
238,10486,2023-01-17
238,10487,2023-01-17
238,10488,2023-01-18
239,10489,2023-01-14
240,10490,2023-01-11
241,10491,2023-01-27
241,10492,2023-01-27
242,10493,2023-01-27
242,10494,2023-01-07
242,10495,2023-01-02
243,10496,2023-01-14
244,10497,2023-01-02
245,10498,2023-01-07
246,10499,2023-01-09
247,10500,2023-01-09
248,10501,2023-01-08
248,10502,2023-01-17
248,10503,2023-01-30
249,10504,2023-01-30
250,10505,2023-01-09
251,10506,2023-01-13
252,10507,2023-01-19
253,10508,2023-01-23
253,10509,2023-01-17
253,10510,2023-01-23
254,10511,2023-01-06
254,10512,2023-01-05
255,10513,2023-01-28
256,10514,2023-01-22
256,10515,2023-01-22
256,10516,2023-01-04
256,10517,2023-01-09
256,10518,2023-01-13
256,10519,2023-01-06
256,10520,2023-01-06
256,10521,2023-01-28
257,10522,2023-01-10
258,10523,2023-01-29
258,10524,2023-01-29
258,10525,2023-01-18
258,10526,2023-01-06
258,10527,2023-01-25
258,10528,2023-01-25
258,10529,2023-01-22
258,10530,2023-01-19
258,10531,2023-01-24
258,10532,2023-01-29
258,10533,2023-01-26
258,10534,2023-01-27
258,10535,2023-01-12
259,10536,2023-01-16
259,10537,2023-01-29
259,10538,2023-01-25
259,10539,2023-01-07
260,10540,2023-01-09
261,10541,2023-01-13
261,10542,2023-01-13
262,10543,2023-01-23
263,10544,2023-01-15
264,10545,2023-01-14
265,10546,2023-01-28
266,10547,2023-01-02
267,10548,2023-01-13
268,10549,2023-01-17
268,10550,2023-01-28
268,10551,2023-01-31
268,10552,2023-01-05
268,10553,2023-01-27
268,10554,2023-01-27
269,10555,2023-01-28
270,10556,2023-01-11
271,10557,2023-01-24
272,10558,2023-01-23
272,10559,2023-01-23
273,10560,2023-01-23
274,10561,2023-01-29
274,10562,2023-01-07
274,10563,2023-01-27
274,10564,2023-01-07
275,10565,2023-01-15
275,10566,2023-01-29
276,10567,2023-01-07
277,10568,2023-01-04
277,10569,2023-01-05
277,10570,2023-01-08
278,10571,2023-01-06
279,10572,2023-01-14
280,10573,2023-01-13
281,10574,2023-01-26
281,10575,2023-01-31
281,10576,2023-01-26
282,10577,2023-01-15
283,10578,2023-01-01
284,10579,2023-01-10
285,10580,2023-01-01
285,10581,2023-01-01
286,10582,2023-01-13
287,10583,2023-01-08
287,10584,2023-01-13
287,10585,2023-01-18
288,10586,2023-01-12
288,10587,2023-01-14
288,10588,2023-01-13
288,10589,2023-01-25
289,10590,2023-01-15
289,10591,2023-01-15
289,10592,2023-01-15
290,10593,2023-01-08
290,10594,2023-01-20
290,10595,2023-01-12
291,10596,2023-01-27
292,10597,2023-01-23
293,10598,2023-01-28
294,10599,2023-01-26
295,10600,2023-01-14
296,10601,2023-01-12
297,10602,2023-01-05
298,10603,2023-01-28
298,10604,2023-01-28
299,10605,2023-01-13
300,10606,2023-01-12
300,10607,2023-01-03
301,10608,2023-01-26
301,10609,2023-01-26
301,10610,2023-01-26
301,10611,2023-01-12
302,10612,2023-01-11
303,10613,2023-01-26
303,10614,2023-01-29
304,10615,2023-01-16
304,10616,2023-01-13
305,10617,2023-01-30
306,10618,2023-01-13
307,10619,2023-01-14
308,10620,2023-01-23
309,10621,2023-01-19
309,10622,2023-01-19
309,10623,2023-01-25
310,10624,2023-01-30
310,10625,2023-01-05
310,10626,2023-01-08
310,10627,2023-01-20
310,10628,2023-01-06
310,10629,2023-01-16
310,10630,2023-01-26
310,10631,2023-01-24
310,10632,2023-01-07
310,10633,2023-01-27
310,10634,2023-01-14
310,10635,2023-01-30
310,10636,2023-01-12
310,10637,2023-01-21
311,10638,2023-01-27
312,10639,2023-01-14
313,10640,2023-01-08
313,10641,2023-01-24
313,10642,2023-01-23
313,10643,2023-01-28
314,10644,2023-01-25
314,10645,2023-01-18
315,10646,2023-01-03
315,10647,2023-01-05
315,10648,2023-01-28
315,10649,2023-01-20
315,10650,2023-01-25
315,10651,2023-01-17
315,10652,2023-01-12
316,10653,2023-01-13
316,10654,2023-01-13
316,10655,2023-01-13
316,10656,2023-01-28
317,10657,2023-01-21
318,10658,2023-01-20
319,10659,2023-01-08
319,10660,2023-01-10
319,10661,2023-01-22
320,10662,2023-01-06
321,10663,2023-01-21
321,10664,2023-01-13
321,10665,2023-01-15
322,10666,2023-01-20
323,10667,2023-01-25
323,10668,2023-01-25
323,10669,2023-01-25
324,10670,2023-01-15
325,10671,2023-01-01
326,10672,2023-01-27
327,10673,2023-01-01
328,10674,2023-01-16
329,10675,2023-01-19
329,10676,2023-01-17
330,10677,2023-01-28
331,10678,2023-01-10
332,10679,2023-01-02
333,10680,2023-01-21
334,10681,2023-01-31
334,10682,2023-01-02
334,10683,2023-01-12
335,10684,2023-01-05
335,10685,2023-01-27
335,10686,2023-01-08
335,10687,2023-01-31
335,10688,2023-01-15
335,10689,2023-01-15
335,10690,2023-01-22
335,10691,2023-01-23
336,10692,2023-01-18
336,10693,2023-01-21
336,10694,2023-01-24
336,10695,2023-01-18
336,10696,2023-01-24
336,10697,2023-01-19
336,10698,2023-01-20
336,10699,2023-01-25
336,10700,2023-01-26
336,10701,2023-01-18
337,10702,2023-01-24
338,10703,2023-01-11
339,10704,2023-01-30
340,10705,2023-01-18
341,10706,2023-01-22
341,10707,2023-01-11
342,10708,2023-01-02
343,10709,2023-01-07
344,10710,2023-01-21
344,10711,2023-01-17
345,10712,2023-01-14
345,10713,2023-01-25
346,10714,2023-01-22
347,10715,2023-01-22
347,10716,2023-01-22
347,10717,2023-01-22
347,10718,2023-01-21
348,10719,2023-01-03
348,10720,2023-01-17
348,10721,2023-01-17
349,10722,2023-01-02
349,10723,2023-01-06
350,10724,2023-01-29
350,10725,2023-01-13
351,10726,2023-01-23
352,10727,2023-01-15
353,10728,2023-01-03
353,10729,2023-01-27
354,10730,2023-01-12
355,10731,2023-01-28
356,10732,2023-01-24
356,10733,2023-01-22
357,10734,2023-01-21
357,10735,2023-01-29
357,10736,2023-01-21
357,10737,2023-01-21
357,10738,2023-01-25
358,10739,2023-01-15
358,10740,2023-01-29
358,10741,2023-01-18
358,10742,2023-01-03
358,10743,2023-01-31
359,10744,2023-01-27
360,10745,2023-01-10
361,10746,2023-01-28
362,10747,2023-01-28
363,10748,2023-01-18
364,10749,2023-01-10
365,10750,2023-01-23
366,10751,2023-01-24
366,10752,2023-01-26
367,10753,2023-01-15
367,10754,2023-01-05
367,10755,2023-01-08
367,10756,2023-01-29
368,10757,2023-01-31
368,10758,2023-01-14
369,10759,2023-01-04
370,10760,2023-01-07
370,10761,2023-01-31
370,10762,2023-01-16
370,10763,2023-01-17
370,10764,2023-01-15
370,10765,2023-01-23
370,10766,2023-01-14
370,10767,2023-01-16
370,10768,2023-01-05
370,10769,2023-01-17
370,10770,2023-01-20
370,10771,2023-01-20
370,10772,2023-01-24
370,10773,2023-01-21
370,10774,2023-01-25
370,10775,2023-01-29
371,10776,2023-01-14
371,10777,2023-01-20
371,10778,2023-01-13
372,10779,2023-01-02
372,10780,2023-01-01
373,10781,2023-01-31
374,10782,2023-01-01
374,10783,2023-01-01
374,10784,2023-01-24
375,10785,2023-01-30
376,10786,2023-01-15
376,10787,2023-01-14
377,10788,2023-01-29
378,10789,2023-01-20
379,10790,2023-01-26
379,10791,2023-01-23
380,10792,2023-01-01
381,10793,2023-01-18
381,10794,2023-01-13
381,10795,2023-01-31
381,10796,2023-01-18
381,10797,2023-01-15
381,10798,2023-01-28
381,10799,2023-01-14
381,10800,2023-01-18
381,10801,2023-01-18
381,10802,2023-01-26
381,10803,2023-01-22
381,10804,2023-01-26
381,10805,2023-01-16
381,10806,2023-01-29
381,10807,2023-01-28
381,10808,2023-01-22
381,10809,2023-01-13
381,10810,2023-01-13
381,10811,2023-01-24
381,10812,2023-01-13
381,10813,2023-01-12
381,10814,2023-01-19
381,10815,2023-01-12
381,10816,2023-01-19
381,10817,2023-01-30
381,10818,2023-01-28
381,10819,2023-01-14
381,10820,2023-01-25
382,10821,2023-01-01
383,10822,2023-01-15
383,10823,2023-01-05
383,10824,2023-01-18
383,10825,2023-01-17
383,10826,2023-01-22
383,10827,2023-01-13
383,10828,2023-01-23
383,10829,2023-01-13
384,10830,2023-01-18
385,10831,2023-01-25
385,10832,2023-01-22
385,10833,2023-01-19
385,10834,2023-01-25
385,10835,2023-01-23
386,10836,2023-01-08
387,10837,2023-01-22
387,10838,2023-01-13
388,10839,2023-01-10
389,10840,2023-01-05
390,10841,2023-01-03
390,10842,2023-01-03
391,10843,2023-01-17
391,10844,2023-01-16
392,10845,2023-01-14
392,10846,2023-01-06
393,10847,2023-01-08
394,10848,2023-01-09
395,10849,2023-01-14
396,10850,2023-01-12
397,10851,2023-01-07
397,10852,2023-01-07
398,10853,2023-01-22
398,10854,2023-01-20
399,10855,2023-01-15
400,10856,2023-01-13
401,10857,2023-01-15
401,10858,2023-01-31
401,10859,2023-01-16
401,10860,2023-01-11
402,10861,2023-01-02
403,10862,2023-01-30
403,10863,2023-01-27
404,10864,2023-01-24
405,10865,2023-01-06
405,10866,2023-01-04
406,10867,2023-01-18
406,10868,2023-01-12
406,10869,2023-01-21
406,10870,2023-01-20
406,10871,2023-01-20
407,10872,2023-01-23
407,10873,2023-01-21
407,10874,2023-01-23
408,10875,2023-01-25
408,10876,2023-01-27
408,10877,2023-01-24
408,10878,2023-01-28
409,10879,2023-01-19
409,10880,2023-01-14
409,10881,2023-01-25
409,10882,2023-01-04
409,10883,2023-01-25
409,10884,2023-01-25
409,10885,2023-01-04
410,10886,2023-01-18
410,10887,2023-01-12
410,10888,2023-01-30
411,10889,2023-01-13
411,10890,2023-01-25
411,10891,2023-01-24
411,10892,2023-01-25
411,10893,2023-01-29
412,10894,2023-01-28
412,10895,2023-01-28
413,10896,2023-01-07
414,10897,2023-01-11
414,10898,2023-01-20
415,10899,2023-01-21
415,10900,2023-01-25
415,10901,2023-01-25
416,10902,2023-01-15
417,10903,2023-01-06
418,10904,2023-01-01
418,10905,2023-01-15
418,10906,2023-01-28
418,10907,2023-01-22
418,10908,2023-01-07
419,10909,2023-01-13
420,10910,2023-01-09
420,10911,2023-01-23
421,10912,2023-01-02
421,10913,2023-01-05
421,10914,2023-01-11
421,10915,2023-01-14
422,10916,2023-01-04
422,10917,2023-01-03
423,10918,2023-01-06
423,10919,2023-01-12
423,10920,2023-01-09
424,10921,2023-01-09
424,10922,2023-01-09
425,10923,2023-01-15
425,10924,2023-01-14
425,10925,2023-01-08
426,10926,2023-01-03
426,10927,2023-01-28
426,10928,2023-01-08
426,10929,2023-01-24
427,10930,2023-01-16
428,10931,2023-01-06
429,10932,2023-01-01
429,10933,2023-01-15
430,10934,2023-01-07
431,10935,2023-01-30
431,10936,2023-01-24
431,10937,2023-01-31
431,10938,2023-01-24
431,10939,2023-01-28
431,10940,2023-01-26
431,10941,2023-01-17
431,10942,2023-01-19
431,10943,2023-01-25
431,10944,2023-01-17
431,10945,2023-01-27
432,10946,2023-01-05
433,10947,2023-01-15
434,10948,2023-01-02
434,10949,2023-01-05
434,10950,2023-01-11
434,10951,2023-01-11
434,10952,2023-01-14
434,10953,2023-01-28
434,10954,2023-01-13
435,10955,2023-01-07
436,10956,2023-01-27
437,10957,2023-01-17
437,10958,2023-01-22
437,10959,2023-01-24
438,10960,2023-01-01
439,10961,2023-01-26
439,10962,2023-01-09
440,10963,2023-01-12
440,10964,2023-01-09
440,10965,2023-01-12
441,10966,2023-01-31
441,10967,2023-01-30
442,10968,2023-01-17
442,10969,2023-01-30
442,10970,2023-01-25
443,10971,2023-01-08
444,10972,2023-01-04
444,10973,2023-01-01
444,10974,2023-01-01
444,10975,2023-01-28
444,10976,2023-01-28
444,10977,2023-01-16
444,10978,2023-01-28
444,10979,2023-01-08
444,10980,2023-01-23
444,10981,2023-01-20
444,10982,2023-01-01
445,10983,2023-01-05
446,10984,2023-01-12
446,10985,2023-01-19
446,10986,2023-01-09
447,10987,2023-01-29
447,10988,2023-01-07
447,10989,2023-01-07
448,10990,2023-01-13
449,10991,2023-01-14
449,10992,2023-01-27
450,10993,2023-01-31
450,10994,2023-01-18
450,10995,2023-01-18
450,10996,2023-01-09
451,10997,2023-01-16
452,10998,2023-01-01
453,10999,2023-01-22
453,11000,2023-01-27
453,11001,2023-01-28
453,11002,2023-01-26
454,11003,2023-01-23
455,11004,2023-01-30
455,11005,2023-01-09
456,11006,2023-01-15
456,11007,2023-01-07
456,11008,2023-01-07
456,11009,2023-01-27
457,11010,2023-01-23
458,11011,2023-01-23
459,11012,2023-01-13
460,11013,2023-01-28
460,11014,2023-01-28
460,11015,2023-01-20
460,11016,2023-01-23
461,11017,2023-01-16
461,11018,2023-01-27
462,11019,2023-01-21
462,11020,2023-01-19
462,11021,2023-01-29
462,11022,2023-01-23
463,11023,2023-01-31
463,11024,2023-01-16
464,11025,2023-01-06
464,11026,2023-01-24
465,11027,2023-01-09
466,11028,2023-01-13
466,11029,2023-01-27
467,11030,2023-01-21
468,11031,2023-01-15
469,11032,2023-01-17
470,11033,2023-01-11
471,11034,2023-01-18
471,11035,2023-01-27
471,11036,2023-01-16
471,11037,2023-01-22
472,11038,2023-01-01
472,11039,2023-01-01
473,11040,2023-01-21
473,11041,2023-01-25
473,11042,2023-01-28
473,11043,2023-01-29
473,11044,2023-01-15
473,11045,2023-01-16
473,11046,2023-01-03
473,11047,2023-01-06
473,11048,2023-01-12
473,11049,2023-01-21
473,11050,2023-01-19
473,11051,2023-01-10
474,11052,2023-01-18
475,11053,2023-01-16
475,11054,2023-01-09
476,11055,2023-01-20
477,11056,2023-01-15
478,11057,2023-01-14
478,11058,2023-01-29
478,11059,2023-01-07
478,11060,2023-01-28
478,11061,2023-01-20
479,11062,2023-01-03
479,11063,2023-01-18
479,11064,2023-01-06
479,11065,2023-01-27
479,11066,2023-01-03
480,11067,2023-01-30
481,11068,2023-01-03
481,11069,2023-01-08
481,11070,2023-01-29
482,11071,2023-01-12
483,11072,2023-01-24
483,11073,2023-01-15
484,11074,2023-01-28
484,11075,2023-01-28
485,11076,2023-01-15
486,11077,2023-01-15
487,11078,2023-01-05
488,11079,2023-01-15
488,11080,2023-01-18
489,11081,2023-01-05
490,11082,2023-01-19
491,11083,2023-01-20
492,11084,2023-01-18
492,11085,2023-01-30
492,11086,2023-01-12
492,11087,2023-01-27
493,11088,2023-01-25
493,11089,2023-01-25
494,11090,2023-01-29
494,11091,2023-01-28
494,11092,2023-01-11
494,11093,2023-01-11
494,11094,2023-01-14
494,11095,2023-01-22
494,11096,2023-01-17
494,11097,2023-01-23
494,11098,2023-01-12
495,11099,2023-01-13
496,11100,2023-01-16
497,11101,2023-01-14
497,11102,2023-01-25
498,11103,2023-01-29
499,11104,2023-01-27
500,11105,2023-01-16
501,11106,2023-01-15
501,11107,2023-01-25
502,11108,2023-01-18
503,11109,2023-01-30
504,11110,2023-01-12
505,11111,2023-01-30
505,11112,2023-01-11
505,11113,2023-01-11
505,11114,2023-01-29
505,11115,2023-01-29
505,11116,2023-01-19
505,11117,2023-01-09
505,11118,2023-01-29
505,11119,2023-01-29
505,11120,2023-01-10
506,11121,2023-01-09
507,11122,2023-01-28
507,11123,2023-01-28
507,11124,2023-01-28
508,11125,2023-01-28
509,11126,2023-01-01
509,11127,2023-01-23
510,11128,2023-01-31
510,11129,2023-01-13
510,11130,2023-01-31
511,11131,2023-01-30
511,11132,2023-01-31
512,11133,2023-01-31
512,11134,2023-01-08
513,11135,2023-01-12
514,11136,2023-01-07
514,11137,2023-01-01
515,11138,2023-01-01
515,11139,2023-01-23
516,11140,2023-01-28
517,11141,2023-01-21
518,11142,2023-01-15
518,11143,2023-01-15
518,11144,2023-01-13
518,11145,2023-01-20
519,11146,2023-01-16
520,11147,2023-01-31
520,11148,2023-01-24
520,11149,2023-01-10
521,11150,2023-01-09
522,11151,2023-01-22
523,11152,2023-01-14
524,11153,2023-01-29
525,11154,2023-01-15
525,11155,2023-01-15
526,11156,2023-01-31
527,11157,2023-01-05
528,11158,2023-01-27
529,11159,2023-01-23
530,11160,2023-01-28
531,11161,2023-01-01
531,11162,2023-01-01
531,11163,2023-01-05
