mem_no,ord_no,ord_dt
637,10168,2023-01-22
637,10169,2023-01-26
637,10170,2023-01-07
637,10171,2023-01-23
889,10172,2023-01-23
889,10173,2023-02-26
911,10174,2023-01-11
911,10175,2023-01-11
911,10176,2023-02-08
911,10177,2023-01-22
911,10178,2023-01-12
911,10179,2023-01-17
911,10180,2023-03-02
911,10181,2023-01-18
911,10182,2023-03-02
911,10183,2023-02-14
911,10184,2023-01-11
911,10185,2023-02-26
911,10186,2023-02-18
911,10187,2023-02-04
911,10188,2023-02-26
911,10189,2023-03-14
911,10190,2023-01-18
911,10191,2023-01-18
911,10192,2023-01-12
911,10193,2023-02-28
911,10194,2023-01-20
357,10195,2023-01-04
677,10196,2023-02-07
677,10197,2023-02-27
677,10198,2023-01-30
677,10199,2023-02-07
677,10200,2023-02-07
318,10201,2023-03-19
318,10202,2023-03-10
318,10203,2023-02-20
318,10204,2023-03-26
318,10205,2023-01-04
318,10206,2023-03-01
318,10207,2023-03-03
318,10208,2023-03-05
318,10209,2023-02-21
318,10210,2023-03-12
318,10211,2023-01-07
318,10212,2023-03-14
318,10213,2023-03-30
318,10214,2023-03-09
576,10215,2023-02-02
576,10216,2023-01-12
576,10217,2023-02-01
576,10218,2023-01-08
576,10219,2023-01-27
576,10220,2023-01-25
576,10221,2023-03-01
643,10222,2023-01-30
643,10223,2023-02-08
643,10224,2023-01-16
643,10225,2023-02-04
643,10226,2023-02-19
643,10227,2023-02-10
643,10228,2023-01-15
643,10229,2023-02-14
643,10230,2023-02-14
643,10231,2023-02-12
643,10232,2023-02-07
643,10233,2023-02-01
643,10234,2023-01-23
643,10235,2023-02-22
643,10236,2023-03-17
643,10237,2023-02-20
643,10238,2023-02-16
643,10239,2023-03-26
496,10240,2023-01-18
149,10241,2023-03-19
149,10242,2023-01-30
149,10243,2023-01-23
149,10244,2023-03-11
149,10245,2023-03-04
149,10246,2023-02-21
149,10247,2023-02-14
202,10248,2023-01-29
202,10249,2023-02-03
202,10250,2023-01-19
202,10251,2023-01-30
202,10252,2023-02-04
202,10253,2023-02-04
202,10254,2023-01-17
202,10255,2023-03-29
202,10256,2023-03-16
202,10257,2023-02-01
647,10258,2023-01-10
647,10259,2023-03-03
647,10260,2023-01-04
43,10261,2023-01-26
635,10262,2023-02-11
635,10263,2023-03-16
635,10264,2023-03-16
635,10265,2023-01-25
635,10266,2023-03-12
635,10267,2023-02-18
635,10268,2023-02-07
635,10269,2023-02-19
635,10270,2023-01-28
880,10271,2023-03-17
880,10272,2023-03-30
880,10273,2023-03-27
880,10274,2023-01-31
880,10275,2023-01-26
880,10276,2023-03-22
880,10277,2023-03-01
880,10278,2023-03-26
880,10279,2023-01-29
880,10280,2023-03-13
880,10281,2023-03-15
880,10282,2023-03-19
880,10283,2023-02-21
880,10284,2023-03-20
457,10285,2023-01-15
840,10286,2023-03-02
840,10287,2023-01-30
840,10288,2023-01-14
840,10289,2023-03-18
927,10290,2023-03-13
927,10291,2023-03-25
927,10292,2023-02-19
927,10293,2023-03-19
927,10294,2023-02-08
927,10295,2023-01-15
927,10296,2023-03-26
927,10297,2023-02-28
927,10298,2023-03-05
927,10299,2023-02-10
927,10300,2023-01-25
927,10301,2023-02-15
927,10302,2023-03-16
673,10303,2023-02-05
673,10304,2023-01-26
673,10305,2023-01-28
673,10306,2023-02-09
673,10307,2023-02-20
673,10308,2023-01-27
673,10309,2023-01-30
673,10310,2023-02-17
673,10311,2023-01-25
673,10312,2023-02-17
673,10313,2023-02-07
673,10314,2023-01-31
673,10315,2023-02-21
765,10316,2023-02-03
765,10317,2023-03-04
765,10318,2023-01-21
765,10319,2023-02-03
765,10320,2023-02-03
622,10321,2023-01-20
622,10322,2023-02-24
977,10323,2023-03-04
977,10324,2023-01-14
984,10325,2023-01-16
984,10326,2023-03-14
984,10327,2023-03-21
984,10328,2023-02-26
984,10329,2023-01-15
984,10330,2023-01-25
984,10331,2023-01-06
818,10332,2023-02-11
818,10333,2023-03-12
818,10334,2023-03-11
818,10335,2023-02-18
818,10336,2023-01-22
818,10337,2023-03-24
818,10338,2023-02-25
818,10339,2023-03-22
818,10340,2023-01-29
818,10341,2023-01-13
548,10342,2023-01-26
548,10343,2023-03-04
548,10344,2023-03-29
548,10345,2023-03-31
548,10346,2023-01-02
729,10347,2023-02-13
729,10348,2023-01-11
729,10349,2023-01-04
729,10350,2023-02-10
729,10351,2023-01-27
916,10352,2023-03-21
916,10353,2023-02-16
916,10354,2023-01-30
916,10355,2023-03-14
916,10356,2023-01-16
916,10357,2023-02-26
916,10358,2023-03-29
916,10359,2023-01-23
916,10360,2023-01-01
485,10361,2023-02-13
485,10362,2023-01-18
485,10363,2023-03-31
485,10364,2023-02-15
485,10365,2023-01-19
485,10366,2023-02-27
77,10367,2023-01-28
77,10368,2023-01-28
796,10369,2023-02-18
796,10370,2023-02-17
796,10371,2023-01-06
796,10372,2023-01-19
583,10373,2023-01-17
583,10374,2023-03-19
583,10375,2023-02-28
583,10376,2023-03-25
583,10377,2023-03-18
583,10378,2023-03-26
583,10379,2023-02-21
583,10380,2023-03-06
583,10381,2023-03-04
918,10382,2023-01-15
918,10383,2023-01-25
918,10384,2023-03-19
821,10385,2023-03-14
821,10386,2023-03-11
821,10387,2023-02-25
821,10388,2023-01-30
821,10389,2023-03-04
821,10390,2023-03-02
821,10391,2023-03-24
821,10392,2023-03-05
821,10393,2023-03-22
54,10394,2023-01-21
54,10395,2023-02-09
54,10396,2023-01-23
54,10397,2023-01-24
943,10398,2023-01-21
943,10399,2023-01-06
943,10400,2023-01-11
897,10401,2023-01-08
897,10402,2023-02-19
398,10403,2023-03-18
398,10404,2023-03-16
398,10405,2023-01-28
398,10406,2023-01-28
895,10407,2023-01-25
895,10408,2023-03-22
895,10409,2023-01-10
895,10410,2023-02-24
895,10411,2023-03-05
735,10412,2023-01-08
735,10413,2023-02-08
563,10414,2023-03-17
563,10415,2023-01-17
948,10416,2023-03-31
948,10417,2023-01-14
886,10418,2023-01-02
273,10419,2023-01-21
546,10420,2023-01-17
822,10421,2023-01-03
822,10422,2023-03-24
822,10423,2023-01-08
822,10424,2023-02-11
102,10425,2023-01-29
102,10426,2023-02-04
763,10427,2023-01-30
763,10428,2023-02-12
763,10429,2023-02-04
763,10430,2023-03-01
763,10431,2023-02-01
763,10432,2023-02-03
763,10433,2023-02-13
763,10434,2023-03-30
763,10435,2023-03-01
763,10436,2023-01-18
763,10437,2023-02-11
763,10438,2023-01-30
763,10439,2023-01-07
763,10440,2023-03-21
763,10441,2023-03-02
763,10442,2023-01-31
763,10443,2023-03-02
763,10444,2023-02-06
763,10445,2023-03-20
763,10446,2023-02-01
763,10447,2023-01-05
763,10448,2023-01-13
763,10449,2023-01-15
763,10450,2023-02-14
763,10451,2023-03-29
763,10452,2023-01-12
763,10453,2023-03-06
763,10454,2023-01-22
763,10455,2023-02-27
763,10456,2023-01-27
763,10457,2023-02-08
763,10458,2023-02-15
763,10459,2023-02-28
763,10460,2023-01-26
763,10461,2023-02-13
763,10462,2023-01-08
763,10463,2023-02-10
763,10464,2023-02-25
763,10465,2023-01-26
763,10466,2023-02-12
763,10467,2023-01-04
763,10468,2023-01-28
120,10469,2023-02-17
120,10470,2023-01-07
120,10471,2023-01-24
120,10472,2023-01-11
120,10473,2023-03-06
959,10474,2023-03-29
959,10475,2023-03-18
959,10476,2023-03-31
959,10477,2023-03-26
959,10478,2023-01-19
959,10479,2023-03-10
959,10480,2023-02-08
959,10481,2023-03-07
959,10482,2023-01-03
959,10483,2023-02-02
842,10484,2023-01-25
926,10485,2023-02-04
926,10486,2023-02-16
926,10487,2023-01-18
42,10488,2023-01-28
42,10489,2023-01-28
935,10490,2023-01-24
935,10491,2023-02-06
240,10492,2023-01-13
15,10493,2023-01-08
302,10494,2023-01-25
799,10495,2023-02-04
799,10496,2023-03-23
799,10497,2023-03-07
799,10498,2023-01-18
799,10499,2023-03-22
799,10500,2023-02-18
799,10501,2023-02-24
799,10502,2023-03-05
562,10503,2023-02-27
562,10504,2023-01-24
562,10505,2023-02-01
562,10506,2023-02-14
562,10507,2023-02-13
562,10508,2023-02-19
562,10509,2023-03-14
203,10510,2023-01-01
908,10511,2023-01-13
908,10512,2023-02-25
802,10513,2023-01-11
802,10514,2023-02-09
258,10515,2023-01-02
554,10516,2023-01-14
554,10517,2023-03-26
554,10518,2023-03-19
554,10519,2023-01-06
554,10520,2023-01-15
554,10521,2023-02-05
554,10522,2023-01-21
554,10523,2023-02-04
80,10524,2023-02-15
80,10525,2023-02-15
80,10526,2023-01-27
80,10527,2023-03-01
80,10528,2023-02-15
368,10529,2023-01-10
848,10530,2023-01-20
848,10531,2023-02-22
871,10532,2023-01-13
871,10533,2023-01-13
954,10534,2023-01-29
954,10535,2023-03-29
954,10536,2023-01-15
954,10537,2023-02-03
478,10538,2023-01-13
838,10539,2023-03-30
838,10540,2023-01-25
838,10541,2023-01-14
838,10542,2023-03-25
595,10543,2023-01-15
595,10544,2023-03-04
595,10545,2023-01-30
486,10546,2023-01-28
220,10547,2023-01-08
220,10548,2023-01-15
186,10549,2023-01-13
186,10550,2023-01-27
186,10551,2023-01-04
186,10552,2023-01-20
995,10553,2023-02-23
995,10554,2023-01-20
995,10555,2023-01-08
197,10556,2023-03-04
197,10557,2023-01-13
197,10558,2023-01-24
274,10559,2023-03-01
274,10560,2023-03-12
274,10561,2023-01-08
274,10562,2023-01-14
274,10563,2023-03-31
274,10564,2023-02-14
274,10565,2023-03-22
709,10566,2023-01-04
24,10567,2023-01-12
24,10568,2023-01-12
176,10569,2023-03-12
176,10570,2023-01-09
176,10571,2023-02-09
176,10572,2023-01-05
305,10573,2023-02-08
305,10574,2023-01-05
756,10575,2023-03-12
756,10576,2023-02-18
756,10577,2023-03-09
756,10578,2023-01-22
756,10579,2023-03-26
756,10580,2023-03-22
756,10581,2023-03-26
756,10582,2023-03-21
477,10583,2023-01-06
477,10584,2023-01-06
339,10585,2023-01-29
758,10586,2023-01-13
265,10587,2023-02-07
265,10588,2023-01-30
265,10589,2023-01-27
941,10590,2023-01-06
941,10591,2023-02-26
962,10592,2023-02-27
962,10593,2023-01-25
464,10594,2023-01-01
588,10595,2023-02-11
588,10596,2023-03-15
588,10597,2023-03-15
588,10598,2023-02-09
588,10599,2023-03-06
588,10600,2023-02-01
588,10601,2023-03-02
588,10602,2023-02-01
588,10603,2023-01-14
784,10604,2023-02-17
784,10605,2023-01-11
784,10606,2023-01-11
397,10607,2023-01-11
397,10608,2023-01-14
397,10609,2023-02-26
397,10610,2023-02-13
397,10611,2023-02-10
397,10612,2023-02-21
426,10613,2023-01-10
727,10614,2023-01-08
727,10615,2023-03-05
856,10616,2023-01-24
888,10617,2023-01-14
525,10618,2023-02-28
525,10619,2023-02-24
525,10620,2023-01-08
525,10621,2023-02-26
262,10622,2023-01-18
262,10623,2023-01-07
47,10624,2023-01-01
127,10625,2023-01-28
127,10626,2023-01-31
127,10627,2023-02-07
127,10628,2023-02-10
127,10629,2023-01-27
730,10630,2023-02-10
730,10631,2023-02-23
730,10632,2023-01-28
34,10633,2023-01-29
422,10634,2023-01-26
422,10635,2023-01-30
422,10636,2023-01-09
667,10637,2023-02-06
667,10638,2023-01-11
119,10639,2023-01-24
119,10640,2023-03-18
174,10641,2023-01-18
174,10642,2023-01-18
174,10643,2023-01-18
242,10644,2023-01-23
242,10645,2023-01-29
503,10646,2023-01-10
489,10647,2023-01-16
541,10648,2023-02-10
541,10649,2023-01-13
541,10650,2023-02-03
92,10651,2023-01-28
829,10652,2023-01-28
829,10653,2023-01-26
952,10654,2023-01-18
450,10655,2023-01-05
181,10656,2023-01-25
181,10657,2023-01-02
181,10658,2023-01-09
181,10659,2023-01-02
181,10660,2023-02-19
181,10661,2023-01-24
181,10662,2023-02-10
181,10663,2023-01-02
181,10664,2023-01-13
181,10665,2023-02-25
181,10666,2023-01-24
181,10667,2023-01-02
181,10668,2023-01-11
181,10669,2023-01-29
181,10670,2023-01-14
181,10671,2023-01-11
181,10672,2023-01-20
181,10673,2023-01-08
181,10674,2023-03-05
343,10675,2023-01-27
949,10676,2023-03-13
949,10677,2023-01-20
949,10678,2023-03-13
453,10679,2023-01-14
859,10680,2023-02-28
859,10681,2023-01-31
20,10682,2023-01-20
20,10683,2023-02-15
20,10684,2023-01-14
20,10685,2023-03-24
20,10686,2023-01-30
20,10687,2023-02-12
20,10688,2023-02-19
20,10689,2023-01-09
78,10690,2023-03-30
78,10691,2023-01-28
78,10692,2023-03-12
78,10693,2023-01-06
78,10694,2023-03-30
78,10695,2023-03-19
227,10696,2023-01-18
146,10697,2023-01-01
146,10698,2023-01-12
146,10699,2023-02-10
720,10700,2023-01-15
380,10701,2023-01-31
380,10702,2023-01-31
380,10703,2023-01-24
693,10704,2023-01-01
609,10705,2023-01-08
860,10706,2023-01-02
860,10707,2023-01-02
860,10708,2023-01-07
860,10709,2023-01-03
860,10710,2023-01-03
860,10711,2023-01-30
572,10712,2023-01-26
572,10713,2023-01-29
572,10714,2023-02-27
484,10715,2023-01-02
582,10716,2023-01-31
330,10717,2023-01-22
330,10718,2023-01-23
632,10719,2023-01-26
632,10720,2023-01-29
795,10721,2023-02-13
795,10722,2023-01-31
970,10723,2023-01-29
774,10724,2023-01-12
774,10725,2023-02-12
774,10726,2023-01-25
774,10727,2023-03-11
774,10728,2023-02-12
774,10729,2023-03-23
123,10730,2023-01-28
123,10731,2023-01-01
123,10732,2023-01-01
123,10733,2023-02-25
123,10734,2023-01-28
129,10735,2023-02-19
129,10736,2023-01-15
129,10737,2023-01-21
129,10738,2023-01-23
129,10739,2023-01-13
129,10740,2023-02-26
129,10741,2023-03-17
129,10742,2023-01-13
129,10743,2023-03-26
129,10744,2023-03-13
56,10745,2023-02-22
56,10746,2023-03-09
56,10747,2023-03-24
56,10748,2023-01-19
56,10749,2023-01-20
56,10750,2023-02-02
56,10751,2023-01-27
56,10752,2023-01-15
56,10753,2023-02-02
213,10754,2023-03-12
213,10755,2023-01-07
847,10756,2023-01-14
769,10757,2023-01-21
769,10758,2023-02-11
769,10759,2023-03-22
369,10760,2023-01-08
369,10761,2023-02-27
369,10762,2023-01-09
449,10763,2023-01-17
449,10764,2023-03-24
449,10765,2023-01-11
449,10766,2023-01-16
449,10767,2023-02-23
449,10768,2023-02-25
230,10769,2023-01-22
686,10770,2023-03-11
686,10771,2023-02-16
686,10772,2023-02-08
686,10773,2023-02-12
686,10774,2023-01-28
686,10775,2023-03-20
686,10776,2023-03-29
686,10777,2023-03-09
686,10778,2023-03-05
686,10779,2023-01-27
686,10780,2023-01-23
686,10781,2023-02-15
686,10782,2023-01-20
686,10783,2023-02-10
686,10784,2023-01-21
686,10785,2023-02-13
686,10786,2023-03-07
686,10787,2023-02-03
686,10788,2023-03-01
686,10789,2023-02-26
686,10790,2023-03-13
686,10791,2023-02-07
686,10792,2023-01-20
686,10793,2023-01-20
686,10794,2023-03-15
686,10795,2023-02-08
686,10796,2023-03-19
686,10797,2023-03-07
686,10798,2023-02-07
686,10799,2023-03-12
686,10800,2023-02-19
686,10801,2023-02-18
686,10802,2023-03-30
686,10803,2023-03-07
686,10804,2023-01-27
686,10805,2023-03-26
686,10806,2023-03-14
564,10807,2023-03-31
564,10808,2023-02-04
564,10809,2023-03-11
564,10810,2023-03-23
564,10811,2023-03-25
564,10812,2023-01-30
564,10813,2023-01-12
564,10814,2023-03-24
12,10815,2023-01-30
700,10816,2023-02-22
700,10817,2023-01-28
700,10818,2023-01-27
700,10819,2023-01-23
981,10820,2023-01-14
392,10821,2023-01-31
392,10822,2023-01-18
392,10823,2023-01-18
392,10824,2023-03-19
392,10825,2023-01-27
392,10826,2023-02-04
392,10827,2023-03-26
356,10828,2023-01-23
356,10829,2023-03-25
356,10830,2023-02-07
114,10831,2023-01-12
114,10832,2023-01-29
704,10833,2023-01-29
704,10834,2023-02-05
704,10835,2023-02-11
704,10836,2023-03-26
704,10837,2023-02-18
324,10838,2023-01-13
324,10839,2023-01-20
324,10840,2023-03-22
324,10841,2023-03-08
726,10842,2023-01-11
726,10843,2023-01-19
726,10844,2023-02-07
515,10845,2023-01-24
515,10846,2023-01-01
515,10847,2023-01-29
779,10848,2023-01-28
779,10849,2023-03-01
779,10850,2023-02-21
779,10851,2023-03-02
779,10852,2023-03-25
779,10853,2023-03-26
779,10854,2023-01-27
779,10855,2023-03-25
779,10856,2023-03-29
779,10857,2023-01-10
779,10858,2023-01-28
779,10859,2023-01-27
779,10860,2023-01-01
950,10861,2023-03-06
950,10862,2023-01-08
950,10863,2023-03-06
950,10864,2023-02-01
950,10865,2023-02-06
950,10866,2023-01-23
950,10867,2023-03-09
950,10868,2023-01-01
950,10869,2023-01-28
950,10870,2023-01-20
950,10871,2023-02-02
950,10872,2023-01-01
950,10873,2023-02-13
950,10874,2023-01-08
950,10875,2023-01-12
950,10876,2023-03-10
950,10877,2023-01-12
950,10878,2023-01-15
950,10879,2023-01-04
950,10880,2023-02-04
639,10881,2023-02-13
639,10882,2023-01-02
319,10883,2023-03-28
319,10884,2023-03-12
319,10885,2023-01-14
319,10886,2023-01-28
973,10887,2023-01-14
973,10888,2023-02-26
785,10889,2023-02-05
785,10890,2023-02-15
785,10891,2023-03-05
785,10892,2023-03-25
785,10893,2023-02-18
785,10894,2023-03-05
785,10895,2023-01-11
785,10896,2023-03-31
785,10897,2023-01-20
109,10898,2023-03-14
109,10899,2023-02-12
109,10900,2023-03-03
109,10901,2023-03-04
109,10902,2023-01-12
109,10903,2023-02-11
109,10904,2023-02-09
109,10905,2023-01-14
109,10906,2023-02-16
109,10907,2023-03-01
109,10908,2023-03-24
109,10909,2023-01-23
109,10910,2023-01-14
109,10911,2023-01-16
109,10912,2023-02-24
997,10913,2023-01-07
788,10914,2023-03-01
788,10915,2023-01-09
788,10916,2023-03-18
788,10917,2023-02-28
391,10918,2023-01-23
648,10919,2023-03-21
648,10920,2023-03-19
648,10921,2023-02-11
648,10922,2023-01-28
648,10923,2023-02-17
648,10924,2023-01-15
648,10925,2023-01-30
648,10926,2023-03-12
63,10927,2023-02-26
63,10928,2023-01-07
36,10929,2023-01-30
36,10930,2023-02-06
36,10931,2023-03-01
36,10932,2023-03-23
971,10933,2023-01-11
971,10934,2023-01-15
455,10935,2023-02-05
455,10936,2023-02-05
455,10937,2023-03-23
455,10938,2023-03-25
455,10939,2023-01-09
455,10940,2023-02-09
968,10941,2023-01-28
872,10942,2023-01-01
885,10943,2023-01-08
885,10944,2023-01-12
885,10945,2023-01-06
209,10946,2023-03-26
209,10947,2023-01-13
497,10948,2023-01-10
972,10949,2023-01-24
972,10950,2023-02-24
972,10951,2023-01-19
972,10952,2023-01-13
972,10953,2023-02-08
640,10954,2023-02-11
640,10955,2023-01-23
640,10956,2023-03-27
640,10957,2023-03-19
640,10958,2023-01-02
640,10959,2023-03-22
770,10960,2023-01-23
770,10961,2023-01-22
770,10962,2023-02-02
770,10963,2023-01-23
565,10964,2023-02-26
565,10965,2023-01-06
692,10966,2023-02-25
692,10967,2023-01-15
692,10968,2023-03-14
989,10969,2023-01-13
135,10970,2023-01-27
135,10971,2023-02-23
135,10972,2023-01-07
630,10973,2023-03-04
630,10974,2023-01-07
630,10975,2023-01-19
218,10976,2023-01-08
218,10977,2023-01-01
218,10978,2023-02-11
465,10979,2023-02-18
465,10980,2023-01-31
661,10981,2023-01-13
317,10982,2023-02-21
317,10983,2023-01-26
317,10984,2023-02-26
71,10985,2023-03-04
71,10986,2023-03-20
71,10987,2023-02-25
71,10988,2023-01-06
71,10989,2023-03-18
71,10990,2023-01-06
172,10991,2023-03-27
172,10992,2023-01-30
172,10993,2023-03-31
183,10994,2023-01-19
803,10995,2023-01-04
803,10996,2023-01-04
441,10997,2023-01-15
891,10998,2023-01-05
427,10999,2023-01-01
427,11000,2023-01-20
427,11001,2023-01-20
866,11002,2023-01-29
715,11003,2023-02-03
715,11004,2023-02-26
715,11005,2023-03-16
715,11006,2023-01-12
715,11007,2023-02-19
615,11008,2023-01-17
615,11009,2023-01-07
615,11010,2023-01-17
615,11011,2023-01-18
615,11012,2023-02-16
14,11013,2023-02-19
14,11014,2023-02-18
14,11015,2023-03-25
14,11016,2023-01-14
14,11017,2023-02-18
750,11018,2023-03-10
750,11019,2023-01-11
193,11020,2023-02-23
193,11021,2023-03-04
193,11022,2023-01-27
193,11023,2023-01-27
877,11024,2023-02-19
877,11025,2023-02-10
877,11026,2023-03-10
877,11027,2023-01-02
877,11028,2023-03-14
877,11029,2023-03-19
877,11030,2023-02-11
877,11031,2023-03-15
877,11032,2023-03-31
877,11033,2023-01-27
877,11034,2023-01-07
67,11035,2023-01-14
105,11036,2023-01-02
634,11037,2023-01-07
363,11038,2023-02-27
363,11039,2023-03-03
363,11040,2023-01-09
83,11041,2023-01-09
257,11042,2023-03-27
257,11043,2023-03-09
257,11044,2023-03-21
257,11045,2023-02-27
257,11046,2023-01-30
257,11047,2023-01-08
257,11048,2023-01-17
823,11049,2023-01-30
233,11050,2023-01-09
249,11051,2023-01-13
180,11052,2023-01-19
180,11053,2023-02-13
566,11054,2023-01-17
566,11055,2023-01-23
566,11056,2023-01-23
383,11057,2023-01-06
383,11058,2023-01-05
26,11059,2023-02-25
26,11060,2023-01-28
26,11061,2023-02-10
26,11062,2023-02-05
26,11063,2023-03-24
372,11064,2023-01-22
372,11065,2023-02-10
372,11066,2023-03-17
372,11067,2023-03-22
372,11068,2023-02-18
372,11069,2023-03-25
372,11070,2023-03-23
372,11071,2023-01-22
372,11072,2023-03-09
372,11073,2023-02-21
372,11074,2023-01-09
372,11075,2023-01-06
372,11076,2023-03-18
372,11077,2023-02-09
372,11078,2023-03-20
372,11079,2023-03-21
372,11080,2023-02-21
372,11081,2023-03-12
372,11082,2023-01-28
372,11083,2023-01-06
372,11084,2023-01-04
372,11085,2023-01-13
386,11086,2023-01-10
237,11087,2023-01-25
237,11088,2023-01-25
237,11089,2023-02-07
237,11090,2023-02-02
237,11091,2023-02-07
237,11092,2023-02-16
237,11093,2023-02-25
237,11094,2023-02-19
237,11095,2023-02-01
237,11096,2023-02-17
237,11097,2023-02-06
237,11098,2023-02-04
237,11099,2023-02-09
237,11100,2023-02-18
237,11101,2023-01-06
237,11102,2023-02-16
237,11103,2023-01-27
237,11104,2023-03-27
237,11105,2023-01-24
237,11106,2023-01-26
237,11107,2023-02-09
237,11108,2023-02-02
237,11109,2023-02-13
237,11110,2023-02-11
237,11111,2023-01-12
237,11112,2023-02-10
237,11113,2023-01-29
237,11114,2023-01-29
237,11115,2023-01-29
237,11116,2023-03-05
237,11117,2023-02-17
237,11118,2023-02-23
237,11119,2023-01-18
237,11120,2023-02-04
237,11121,2023-01-22
237,11122,2023-01-19
237,11123,2023-02-25
237,11124,2023-03-07
527,11125,2023-03-17
527,11126,2023-01-25
527,11127,2023-01-29
527,11128,2023-01-07
527,11129,2023-01-16
499,11130,2023-01-09
277,11131,2023-01-13
277,11132,2023-01-13
613,11133,2023-02-01
613,11134,2023-01-23
613,11135,2023-03-20
223,11136,2023-02-15
223,11137,2023-03-26
223,11138,2023-01-15
223,11139,2023-02-15
300,11140,2023-02-04
300,11141,2023-02-16
300,11142,2023-01-14
596,11143,2023-01-28
594,11144,2023-01-02
594,11145,2023-02-28
594,11146,2023-03-03
194,11147,2023-02-10
194,11148,2023-01-13
512,11149,2023-01-28
512,11150,2023-02-21
512,11151,2023-02-24
512,11152,2023-02-02
512,11153,2023-03-19
512,11154,2023-03-17
512,11155,2023-01-05
512,11156,2023-02-23
512,11157,2023-02-13
512,11158,2023-02-28
512,11159,2023-01-17
512,11160,2023-01-27
512,11161,2023-02-22
512,11162,2023-02-10
512,11163,2023-02-21
